,Unnamed: 0,_id,price,bedrooms,bathrooms,summary,text,latitude,longitude,property_type,lease,image_url,image_label,image_labels,image_embedding
2891,2891,131384618,2950000,3.0,3.0,"A spectacular apartment set within the prestigious Montevetro building close to Battersea Square, Battersea Park and Chelsea Bridge. This incredible home on the sixth floor has breath taking views and is filled with natural light. The well-balanced accommodation extends to almost 2,100 sq.ft. wit...","James Pendleton has great pleasure introducing to the market a spectacular apartment on the sixth floor of the prestigious Montevetro building. Designed by the world-renowned architects Richard Rodgers Partnership and completed in 2000. This iconic building in Battersea paved the way for residential development south of the river. Situated on a prime site fronting the Thames with neighbours including Battersea Power Station and Chelsea Harbour. Montevetro, the Glass Mountain, remains one of the most striking and exclusive residential addresses in South West London. <br /><br />The building offers 24-hour security and a concierge service, beautifully maintained gardens and entrance lobby’s with glass cased lifts, a residents’ tennis court, a gym with changing facilities, sauna/steam rooms and visitors parking. In addition, this apartment has two allocated underground parking spaces with electric charging points.<br /><br />The journey up to the sixth floor in the spacious lift takes you above the roof tops with views extending across to the City and many of London’s familiar landmarks. The entrance into the apartment is wide and welcoming, and you are immediately greeted by the outstanding river and skyline views through the floor to ceiling windows which span the width of the apartment. <br /><br />The generous open-plan entertaining space has an adjoining kitchen with modern kitchen units, integrated kitchen appliances and a large centre island. Off the kitchen is a river facing terrace, the perfect place to relax and watch the sunset.<br /><br />The accommodation flows with reduced hallways. Allowing the space to be adaptable to suit an owner’s personal needs and lifestyle. If three bedrooms are required the arrangement comfortably becomes this, with walk in closets, wardrobes and storage. The three bathrooms (two en-suite) are well-appointed with the unique design style the architects originally intended for them. <br /><br />The high ceilings, oversized doors, oak flooring and neutral décor help to create a calm and interesting home. Further benefits include a bin storage unit with collection from your door, a highly efficient energy rating (B) and hyperoptic broadband.<br /><br />The building is located just moments from the vibrant cafes, restaurants and shops local to Battersea Square. Or you can take the popular walk along the river towards Battersea Park, Battersea Bridge and the Power Station or West to Wandsworth and Putney.",51.476894,-0.174671,Apartment,LEASEHOLD,https://media.rightmove.co.uk/46k/45741/131384618/45741_CSS220420_IMG_26_0000.jpeg,sao paulo apartment facade,house facade,"tensor([0.3458, 0.5729, 0.4389,  ..., 0.3391, 0.5079, 0.3453])"
2915,2915,133758863,2850000,5.0,3.0,"An exceptional five bedroom semi-detached family house, located on a sought-after road in Wandsworth.","An exceptional five bedroom semi-detached family house, located on a sought-after road in Wandsworth.<br /><br /><b>Description</b><br /><br />Arranged over four spacious floors, is this wonderful five bedroom semi-detached house. The house has been finished to a beautiful standard by the current owner, with magnificent attention to detail and flare throughout. The property itself offers a wealth of natural light, as well as a great deal of living and entertaining space. As you enter the property, on the right hand side, is the charming reception room benefitting from two large sash windows allowing vast amounts of natural light to flow throughout and a gas fireplace. Leading through to the rear of the ground floor is the bright and spacious, open plan kitchen/dining area. The kitchen features an array of integrated appliances, ample surface space and an island. Pretty French doors lead out to the, approximately, 40ft landscaped garden, which is a perfect space for outside entertaining and al fresco dining in the sunnier months. The garden also benefits from side access to the front of the property, which is perfect for buggies, bikes and dogs. The ground floor of the property also has a utility room with access to the side of the property, a downstairs cloakroom and further access to the full-height family/play room on the lower ground floor.<br /><br />The first floor comprises the first two double bedrooms. The principal bedroom is situated to the front of this floor, benefitting from built-in wardrobe space, a luxurious en-suite bathroom and a dressing room. To the rear of this floor is the second double bedroom. The family bathroom is also on the first floor. Leading up to the first floor half landing is where a further two double bedrooms are, both of which benefitting from built-in wardrobe space and access to the ample eaves storage space. Completing the property is the second floor which holds the final double bedroom, benefitting from natural light flowing throughout and access to the eaves storage space, as well as the third bathroom.<br /><br /><b>Location</b><br /><br />Swanage Road is situated close to the open expanses of Wandsworth Common. Local shopping facilities are superb, with the popular Old York Road nearby boasting many restaurants and wine bars as well as the larger supermarkets of Waitrose and Sainsbury’s in the Wandsworth Southside Centre. The boutique shops of Bellevue Road are also close by. The area is renowned for its many schools, with a great repute locally, and transport connections are excellent with mainline stations at Wandsworth Town with services to Waterloo and numerous bus services to the north of the river.<br /><br />Square Footage: 2,884 sq ft<br /><br /> <br /><br /><b>Additional Info</b><br /><br />Images were taken in August 2021.<br />Council Tax Band = G",51.452287,-0.183464,Semi-Detached,FREEHOLD,https://media.rightmove.co.uk/37k/36266/133758863/36266_WAS230087_IMG_00_0000.jpeg,house facade,house facade,"tensor([0.3390, 0.5515, 0.4640,  ..., 0.3067, 0.4418, 0.3314])"
2925,2925,134742983,2850000,6.0,6.0,"A superb opportunity to purchase Five well maintained one bedroom flats with planning permission, which could be optimised further, in place to convert them back to a splendid detached single dwelling. This property would suit either a buyer looking for a ready made rental portfolio or a fami...","A superb opportunity to purchase Five well maintained one bedroom flats with planning permission, which could be optimised further, in place to convert them back to a splendid detached single dwelling.<br />This property would suit either a buyer looking for a ready made rental portfolio or a family looking for an opportunity to create a sizeable six bedroom family home to their own specifications on a much sort after road in Prime West Putney.<br /><br />Potential purchasers should seek advice from an appropriate professional as to whether favourable rates of VAT might apply for works relating to conversion back to a single dwelling.  The property will be sold with vacant possession unless otherwise agreed.<br /><br />Please follow this link to the current planning permission in place:  <br /><br />",51.459354,-0.229468,Detached,FREEHOLD,https://media.rightmove.co.uk/50k/49263/134742983/49263_32316451_IMG_01_0000.jpeg,house facade,house facade,"tensor([0.4348, 0.5501, 0.4407,  ..., 0.3678, 0.4277, 0.3688])"
2971,2971,131854904,2850000,3.0,3.0,An almost unique opportunity to purchase a duplex penthouse in this warehouse conversion in sought after Battersea Square. The apartment's ceilings extend to close to 5m in the reception room; there is a fabulous west facing terrace extending to 44ft x 16ft with access from the reception room and...,"An almost unique opportunity to purchase a duplex penthouse in this warehouse conversion in sought after Battersea Square. The apartment's ceilings extend to close to 5m in the reception room; there is a fabulous west facing terrace extending to 44ft x 16ft with access from the reception room and principal bedroom; there is a further roof terrace accessed via the top floor giving panoramic views; the property also benefits from an off-street parking space. <br />There are three double bedrooms all with ensuite bathrooms, the reception room offers plenty of room for entertaining and the open plan kitchen is well arranged; there is air conditioning throughout and there is a generous passenger lift. <br />Battersea Square has a mix of excellent local restaurants and shops, is home to the now world-famous Thomas's Battersea School and is within walking distance of Battersea Park, Battersea Power Station and Kings Road.<br /><br />",51.474563,-0.175316,Penthouse,LEASEHOLD,https://media.rightmove.co.uk/240k/239366/131854904/239366_MAM210056_IMG_10_0000.jpeg,house facade,house facade,"tensor([0.4266, 0.5591, 0.5036,  ..., 0.3158, 0.4913, 0.3453])"
2975,2975,133543271,2850000,7.0,4.0,"A beautiful example of a seven bedroom four storey extended Victorian family home located on Malwood Road in the Nightingale Triangle , just moments from Clapham South underground station.","A beautiful example of a seven bedroom  four storey extended Victorian family home located on Malwood Road in the Nightingale Triangle ,  just moments from Clapham South underground station.<br /><br />Malwood Road is a quiet road within easy reach of the restaurants, bars and supermarkets local to the area. The green open spaces of Clapham are also just moments away, as is Clapham South underground station (zone 2).<br /><br />",51.450924,-0.148983,House,FREEHOLD,https://media.rightmove.co.uk/66k/65785/133543271/65785_32249947_IMG_09_0000.jpeg,house facade,house facade,"tensor([0.3976, 0.4995, 0.5257,  ..., 0.3335, 0.4431, 0.3040])"
2986,2986,130630769,2850000,3.0,3.0,An almost unique opportunity to purchase a duplex penthouse in this warehouse conversion in sought after Battersea Square. The apartment's ceilings extend to in excess of 5m in the reception room and principal bedroom; there are two terraces with views over the square and towards the river; the p...,"An almost unique opportunity to purchase a duplex penthouse in this warehouse conversion in sought after Battersea Square. The apartment's ceilings extend to in excess of 5m in the reception room and principal bedroom; there are two terraces with views over the square and towards the river; the property also benefits from two off-street parking spaces. <br />Extending to 208 sq metres  (2,236 sq ft) internally and with 35 sq metres (382 sq ft) of terraces, there are three double bedrooms all with ensuite bathrooms, the reception room offers plenty of room for both sitting and dining and the open plan kitchen is well arranged; there is air conditioning throughout and there is a generous passenger lift. <br />Battersea Square has a mix of excellent local restaurants and shops, is home to the now world-famous Thomas's Battersea School and is within walking distance of Battersea Park, Battersea Power Station and Kings Road.<br /><br /><br />",51.474833,-0.175405,Duplex,LEASEHOLD,https://media.rightmove.co.uk/240k/239366/130630769/239366_MAM220078_IMG_05_0000.jpeg,house facade,house facade,"tensor([0.3997, 0.5174, 0.5146,  ..., 0.3040, 0.4722, 0.3062])"
2997,2997,130630769,2850000,3.0,3.0,An almost unique opportunity to purchase a duplex penthouse in this warehouse conversion in sought after Battersea Square. The apartment's ceilings extend to in excess of 5m in the reception room and principal bedroom; there are two terraces with views over the square and towards the river; the p...,"An almost unique opportunity to purchase a duplex penthouse in this warehouse conversion in sought after Battersea Square. The apartment's ceilings extend to in excess of 5m in the reception room and principal bedroom; there are two terraces with views over the square and towards the river; the property also benefits from two off-street parking spaces. <br />Extending to 208 sq metres  (2,236 sq ft) internally and with 35 sq metres (382 sq ft) of terraces, there are three double bedrooms all with ensuite bathrooms, the reception room offers plenty of room for both sitting and dining and the open plan kitchen is well arranged; there is air conditioning throughout and there is a generous passenger lift. <br />Battersea Square has a mix of excellent local restaurants and shops, is home to the now world-famous Thomas's Battersea School and is within walking distance of Battersea Park, Battersea Power Station and Kings Road.<br /><br /><br />",51.474833,-0.175405,Duplex,LEASEHOLD,https://media.rightmove.co.uk/240k/239366/130630769/239366_MAM220078_IMG_16_0000.jpeg,house facade,house facade,"tensor([0.3764, 0.5026, 0.4889,  ..., 0.3231, 0.4033, 0.3467])"
3013,3013,133114481,2800000,5.0,3.0,"This handsome and wide Victorian house with rare 41' x 28’ garden has been beautifully and sympathetically extended, renovated and maintained to provide ample family accommodation, whilst its substantial “natural” footprint makes the potential for a basement conversion even m...","<p>This handsome and wide Victorian house with rare 41' x 28’ garden has been beautifully and sympathetically extended, renovated and maintained to provide ample family accommodation, whilst its substantial “natural” footprint makes the potential for a basement conversion even more enticing. Situated in the popular middle section of one of the area’s premier roads – a leafy location just off Wandsworth Common, close to excellent schools, transport facilities and both fashionable Northcote and Bellevue Roads.</p><p></p><p>Hendrick Avenue is situated between Thurleigh Road and Nightingale Lane in this highly-sought after position adjacent to Wandsworth Common and its mainline station and provides substantial Victorian family houses (built circa 1885) with good gardens. This example has been thoughtfully designed at the rear with a lovely light and spacious conservatory extension off the stylish kitchen. The kitchen itself is attractively fitted with smart units including a large stainless steel sink unit, hob and oven and has built-in walnut breakfast bar. The extension is a considerable addition to the generous reception areas and connects via double doors to a magnificent double drawing room with oak floors and lovely original features including fireplace, cornices and doors. When compared to the double-fronted houses in the local area, (which often have two sets of narrower rooms) these extra-wide single-fronted late-Victorian houses typically have wider rooms and a greater sense of space and light as a result. The usual downside is no separate area for children to enjoy. But this is not the case here as there is a well-defined and snug TV room (or study) off the hall and kitchen. It’s separate enough to be able to shut out the noise but close enough to the main living spaces (with window into the kitchen) to keep both parents and children happy. There’s also a useful ground floor cloakroom/ WC and decent wood panelled cellar with plumbing for the laundry appliances.</p><p></p><p>Upstairs the layout is again well thought out. The two rooms at the rear of the first floor have lovely views over the rear gardens and have been combined to create a delightful principal bedroom (with a wall of fitted wardrobes) and a beautifully appointed en suite bathroom. On the first floor to the front is another very large double bedroom with bay window, also with good fitted cupboards and an en suite shower room and which is therefore perfect for a nanny or for guests. The top floor provides three further double bedrooms and a family bathroom. There is also a generous storage loft. The garden is a delight; mainly lawned and with an easterly aspect. It is also especially open to the south which brings wonderful natural light into the kitchen area. At the same time there is an excellent feeling of seclusion from the rear with established climbers and neighbouring trees providing a lovely natural screen.</p><p></p><p>Hendrick Avenue is positioned at the southern end of this highly popular area known locally as “Between the Commons”. With houses built only on one side it feels more open than other nearby streets and parking is without doubt less of an issue. It is convenient for good schools such as Northcote Lodge, Honeywell, Thomas’, Belleville, and Broomwood Hall as well as numerous local nurseries. Transport is excellent, with Clapham South tube (Northern Line) and Wandsworth Common BR stations very accessible. The green spaces of both Wandsworth are also very close by. The ever-increasing range of specialist shops, bar/ restaurants and thriving street market on nearby Northcote Road, has dramatically increased its popularity as a shopping parade in recent years and there is a further selection on Bellevue Road’s pretty parade. High-street convenience shopping including numerous supermarkets can be found at Clapham South and Clapham Junction.</p><br /><br />",51.450255,-0.161528,Terraced,FREEHOLD,https://media.rightmove.co.uk/44k/43346/133114481/43346_26044001_IMG_00_0000.jpeg,house facade,house facade,"tensor([0.3695, 0.5688, 0.4933,  ..., 0.3501, 0.4595, 0.3084])"
3071,3071,132540749,2795000,6.0,3.0,A one of a kind detached double-fronted period family home set on an enviably wide plot situated just off of Tooting Bec Common.,"A one of a kind detached double-fronted period family home set on an enviably wide plot situated just off of Tooting Bec Common.<br /><br />Positioned adjacent to Tooting Bec Common, Thrale Road is an ideal spot in the Furzedown area, providing each access to both central Furzedown for the boutique shops, cafés and restaurants on Moyser Road and Tooting Bec / Balham, for a plethora of amenities, including the Northern Line Underground Stations. There are several desirable schools nearby, including the highly sought after Graveney School.<br /><br />",51.42779,-0.144792,Detached,FREEHOLD,https://media.rightmove.co.uk/73k/72056/132540749/72056_32185689_IMG_18_0000.jpeg,house facade,house facade,"tensor([0.3470, 0.5968, 0.4598,  ..., 0.3447, 0.5065, 0.3627])"
3123,3123,130258220,2750000,6.0,4.0,"An impressive detached family house arranged over four floors. This immaculate six bedroom, four bathroom house boasts 2,880sq ft. of living accommodation with a spacious kitchen/family room, two further ground floor reception rooms and an entertainment/reception room on the lower floor.","An impressive detached family house, in a prominent position on the corner of Dover Park Drive and Putney Heath Lane. This immaculate six bedroom four bathroom house is arranged over four floors, and boasts 2,880sq ft. of living accommodation. There is a spacious kitchen/family room spanning the rear of the property with dual aspect doors which open directly onto the 77ft private rear garden. The kitchen is hand-built with fitted Miele/Siemens appliances and Silestone work surfaces. The ground floor also comprises a reception room and study room to the front as well as a cloakroom. Further accommodation can be found on the lower floor with an entertainment room with lightwell terrace, sixth bedroom and shower room, and a plant room. The principle bedroom suite is located on the first floor and has a dressing area with bespoke fitted wardrobes, and sliding doors opening to the stylish master bathroom with bath, separate shower, porcelain tiling and underfloor heating. The second and third bedrooms are also on the first floor with a 'Jack and Jill' shower room. The second floor has a large skylight over the landing with two good-size bedrooms and a family bathroom.<br /><br />Externally, the house has private off-street parking and a beautiful 77ft by 52ft rear garden with side access. Further benefits of the house include underfloor heating throughout, alarm system and fully landscaped gardens.<br /><br /><b>Situation</b><br /><br />Dover Park Drive is a highly sought after residential road situated in the Westmead conservation area only moments away from the open spaces of Putney Heath, Wimbledon Common and Richmond Park. There is easy access to local shops, restaurants, excellent schools and sporting facilities with Roehampton Village, Putney, Sheen, Barnes and Wimbledon Village all nearby.<br /><br /><b>Additional Information</b><br /><br />Wandsworth Council Tax Band: H",51.451932,-0.23415,Detached,FREEHOLD,https://media.rightmove.co.uk/55k/54986/130258220/54986_CRL223218_IMG_18_0001.jpeg,house facade,house facade,"tensor([0.3696, 0.5738, 0.4689,  ..., 0.3667, 0.4279, 0.3296])"
3126,3126,130258220,2750000,6.0,4.0,"An impressive detached family house arranged over four floors. This immaculate six bedroom, four bathroom house boasts 2,880sq ft. of living accommodation with a spacious kitchen/family room, two further ground floor reception rooms and an entertainment/reception room on the lower floor.","An impressive detached family house, in a prominent position on the corner of Dover Park Drive and Putney Heath Lane. This immaculate six bedroom four bathroom house is arranged over four floors, and boasts 2,880sq ft. of living accommodation. There is a spacious kitchen/family room spanning the rear of the property with dual aspect doors which open directly onto the 77ft private rear garden. The kitchen is hand-built with fitted Miele/Siemens appliances and Silestone work surfaces. The ground floor also comprises a reception room and study room to the front as well as a cloakroom. Further accommodation can be found on the lower floor with an entertainment room with lightwell terrace, sixth bedroom and shower room, and a plant room. The principle bedroom suite is located on the first floor and has a dressing area with bespoke fitted wardrobes, and sliding doors opening to the stylish master bathroom with bath, separate shower, porcelain tiling and underfloor heating. The second and third bedrooms are also on the first floor with a 'Jack and Jill' shower room. The second floor has a large skylight over the landing with two good-size bedrooms and a family bathroom.<br /><br />Externally, the house has private off-street parking and a beautiful 77ft by 52ft rear garden with side access. Further benefits of the house include underfloor heating throughout, alarm system and fully landscaped gardens.<br /><br /><b>Situation</b><br /><br />Dover Park Drive is a highly sought after residential road situated in the Westmead conservation area only moments away from the open spaces of Putney Heath, Wimbledon Common and Richmond Park. There is easy access to local shops, restaurants, excellent schools and sporting facilities with Roehampton Village, Putney, Sheen, Barnes and Wimbledon Village all nearby.<br /><br /><b>Additional Information</b><br /><br />Wandsworth Council Tax Band: H",51.451932,-0.23415,Detached,FREEHOLD,https://media.rightmove.co.uk/55k/54986/130258220/54986_CRL223218_IMG_00_0001.jpeg,house facade,house facade,"tensor([0.3563, 0.4527, 0.4389,  ..., 0.3173, 0.4048, 0.3259])"
3193,3193,107305976,2750000,3.0,3.0,"An exquisite three bedroom apartment with a private terrace set within the stunning new development of Prince of Wales Drive. Located only a stones throw from Battersea Park, the property offers an abundance of light and luxury living space comprising of an open plan kitchen / reception room, thr...","An exquisite three bedroom apartment with a private terrace set within the stunning new development of Prince of Wales Drive. Located only a stones throw from Battersea Park, the property offers an abundance of light and luxury living space comprising of an open plan kitchen / reception room, three double bedrooms, two en suite bathrooms and a separate family bathroom.   <br /><br />Resident facilities include a 24 hour concierge service, swimming pool and communal roof terrace. Transport links from Battersea Park over ground station, Vauxhall and Queenstown Road station afford easy access to the City. <br /><br />This property also comes with a parking space.<br /><br />",51.478412,-0.145917,Apartment,LEASEHOLD,https://media.rightmove.co.uk/144k/143171/107305976/143171_30663569_IMG_10_0000.jpeg,house facade,house facade,"tensor([0.3997, 0.5419, 0.4594,  ..., 0.2864, 0.4232, 0.2882])"
3197,3197,107305976,2750000,3.0,3.0,"An exquisite three bedroom apartment with a private terrace set within the stunning new development of Prince of Wales Drive. Located only a stones throw from Battersea Park, the property offers an abundance of light and luxury living space comprising of an open plan kitchen / reception room, thr...","An exquisite three bedroom apartment with a private terrace set within the stunning new development of Prince of Wales Drive. Located only a stones throw from Battersea Park, the property offers an abundance of light and luxury living space comprising of an open plan kitchen / reception room, three double bedrooms, two en suite bathrooms and a separate family bathroom.   <br /><br />Resident facilities include a 24 hour concierge service, swimming pool and communal roof terrace. Transport links from Battersea Park over ground station, Vauxhall and Queenstown Road station afford easy access to the City. <br /><br />This property also comes with a parking space.<br /><br />",51.478412,-0.145917,Apartment,LEASEHOLD,https://media.rightmove.co.uk/144k/143171/107305976/143171_30663569_IMG_14_0000.jpeg,house facade,house facade,"tensor([0.3309, 0.5590, 0.5012,  ..., 0.2992, 0.4905, 0.3286])"
3205,3205,135320183,2750000,2.0,2.0,"Luxury apartment with high security overlooking private landscaped gardens, the River Thames and historic Albert bridge.","A rare opportunity has arisen with a premium residence becoming available at the prestigious Waterside Point. This established and private residential development is one of the most sought after on the River Thames.<br /><br />The property is located on the 5th floor and comprises a large spacious living room leading onto a large terrace overlooking the river. The apartment was originally designed as a 3 bedroom home, so the extra entertaining space creates a lavish feel and offers space for a separate dining area. There is a bespoke kitchen, 2 luxurious bedrooms, 2  bathrooms (both en-suite) and comes with an allocated underground parking space.<br /><br />As you arrive, the remote controlled gated entrance provides access to the circular forecourt with ample parking for visitors and locked gated access to underground parking for residents. A large and impressive glazed atrium welcomes residents to a dedicated 24 hr porters desk and secure access to lifts. Security is paramount with CCTV projected from all public areas.<br /><br />Old Chelsea is a 4 minute walk over the iconic Albert Bridge and the stunning Iconic Power Station with all its amenities is a short stroll. There is private pedestrian access to the River Walk along the Thames with shops, restaurants, private members gym and 200res of Battersea Park with it's sports, tennis and sailing clubs, boating lake, zoo, café and gardens.<br /><br />Selling a property near Battersea Park? Trying to find your perfect home? Contact <strong>Chestertons Battersea Park</strong> to help smooth your path.",51.480923,-0.166945,Flat,LEASEHOLD,https://media.rightmove.co.uk/136k/135410/135320183/135410_BPS230080_IMG_06_0000.jpeg,house facade,house facade,"tensor([0.4500, 0.5644, 0.4967,  ..., 0.3099, 0.5179, 0.3465])"
3242,3242,131126627,2700000,4.0,3.0,"Situated on one of Battersea's most highly regarded roads, this Victorian house has been beautifully arranged and styled by its current owner to provide a property that is ideal for modern family living. On the ground floor in a break from the norm the living space has been reversed. ...","Situated on one of Battersea's most highly regarded roads, this Victorian house has been beautifully arranged and styled to create a property that is ideal for modern family living. <br /><br />On the ground floor in a break from the norm the living space has been reversed. Immediately to the front of the house there is a stylish Bulthaup kitchen, including a one hundred bottle wine storage unit. There is a dining area beyond and at the rear of the house there is a wonderfully wide drawing room which leads onto a spacious decked patio garden, ideal for summer entertaining.<br /> <br />Upstairs on the second floor the rooms have been merged, but again in an unconventional way that provides much better use of the space to create a substantial master bedroom suite.  To give additional living space there is a very good sized and contemporary family room in the basement.<br /><br />Brynmaer Road runs parallel to Prince of Wales Drive and is therefore close to local shops, restaurants and bus services on Battersea Park Road.  Queenstown Road and Battersea Park mainline station provide services to Waterloo and Victoria respectively. <br /><br />",51.47375,-0.16117,Terraced,FREEHOLD,https://media.rightmove.co.uk/1k/667/131126627/667_BAT140238_IMG_02_0000.jpeg,house facade,house facade,"tensor([0.3494, 0.5176, 0.4916,  ..., 0.3185, 0.4857, 0.3104])"
3254,3254,132557660,2700000,4.0,3.0,A magnificent four bedroom home close to Battersea Park.,"A magnificent four bedroom home close to Battersea Park.<br /><br /><b>Description</b><br /><br />Set across four floors, this exceptional four bedroom Victorian house has been beautifully renovated and offers a wealth of flexible living and entertaining space.<br />The open plan kitchen/dining room at the front of the property features a one hundred bottle wine storage, a unique Bulthaup kitchen, built in storage and high end appliances. Towards the rear of the ground floor lies a luxury and spacious reception room. Skylights and bifolding garden doors provide a wealth of natural light and lead to a stunning decked south facing patio garden providing additional entertaining space for alfresco dining.<br />The lower ground floor offers additional living space with a large family/play room, guest WC and utility room.<br />The second floor boasts a stylish and substantial principal bedroom suite with stunning built in wardrobes, two large front facing windows and a luxury bathroom and dressing room. The first floor accommodates the remaining three generous bedroom and bathroom.<br /><br /><b>Location</b><br /><br />Brynmaer Road is located off Albert Bridge Road and is one of the most desirable roads in Battersea. Brynmaer Road runs parallel to Prince of Wales drive with excellent access to the open green spaces of Battersea Park which offers over 200 acres of Victorian park. <br /><br />The house is in close proximity to the river, with good access to either Albert or Chelsea bridges allowing easy access into Chelsea and Belgravia areas offering a plethora of shops and restaurants on the popular Kings Road. Parkgate Road and Battersea Square offer further amenities including Bayley and Sage. <br /><br />Local transport links are excellent, offering quick access to the city and West End via Victoria and Waterloo with several good bus routes and mainline stations including Clapham Junction. There are several schools in the area including Thomas's Battersea, Newton Preps, L'Ecole De Battersea and Little Red Hen nursery.<br /><br />Square Footage: 2,516 sq ft<br /><br /> <br /><br /><b>Additional Info</b><br /><br />Council Tax Band: G",51.473458,-0.162369,Terraced,FREEHOLD,https://media.rightmove.co.uk/73k/72142/132557660/72142_BES220089_IMG_00_0000.jpeg,house facade,house facade,"tensor([0.3525, 0.5100, 0.4721,  ..., 0.3316, 0.4740, 0.3254])"
3270,3270,134743610,2695000,5.0,4.0,A stunning five bedroom home finished to an exacting standard.,"A stunning five bedroom home finished to an exacting standard.<br /><br /><b>Description</b><br /><br />A stunning five bedroom home covering in excess of 3190 sq ft finished to an exacting standard.<br /><br />The property has been extensively extended and updated by the current owners As you enter the property you are welcomed on the right hand side by the double reception room. The reception room boasts a bay window which floods the room with light, an alcove cupboard with shelving above, a decorative fireplace and large parquet wooden flooring throughout.<br /><br />The stunning kitchen/breakfast room is situated to the rear of the ground floor and is fitted with an abundance of stunning Shaker style built-in units including a substantial island with integrated appliances. The units have been designed to allow for a large dining table as well as offering an opportunity for a separate seating area.<br /><br />The room opens onto the over 32ft secluded garden through bi-fold doors and is laid with Astro to the front and paved to the rear, perfect for al fresco dining.<br /><br />The lower ground floor comprises the spacious family room which provides a brilliant space to relax. The room opens onto a light well and provides access to the Nanny Flat with a bedroom and en-suite. There is a further double bedroom on this floor along with a utility room and wc.<br /><br />The primary bedroom is located on the first floor and benefits from a bay window, built in wardrobes an en-suite with walk-in shower and bath. There is a further bedroom on this floor and family bathroom with bath.<br /><br />An additional two bedrooms are situated on the third floor both with en-suite bathrooms and the front bedroom also benefitting from eaves storage.<br /><br />We have been told this property has no cladding.<br /><br /><b>Location</b><br /><br />Wroughton Road is ideally situated 'Between the Commons' and therefore benefits from both the open green spaces of Clapham and Wandsworth Common.<br /><br />There are excellent local amenities close by Northcote Road and transport links are excellent with Clapham South underground station (Northern Line) approximately 0.8 miles away which offers services into the City. Clapham Junction station is approximately 0.8 miles away with direct services into both London Waterloo and London Victoria.<br /><br />There are many schools in the area both in the state and private sector for example Honeywell School and Thomas's.<br /><br />Square Footage: 3,193 sq ft<br /><br />",51.454915,-0.160338,Terraced,FREEHOLD,https://media.rightmove.co.uk/101k/100852/134743610/100852_NDR230104_IMG_02_0000.jpeg,house facade,house facade,"tensor([0.3537, 0.5280, 0.5365,  ..., 0.3101, 0.4010, 0.3097])"
3323,3323,133651430,2525000,5.0,3.0,"Located within the highly sought-after Heaver Estate Conservation Area is this fantastic five double bedroom Victorian terrace house arranged over four floors. Extremely well-presented throughout, the house offers a wonderful sense of light and space, as well as an immaculately landscaped south/w...","Located within the highly sought-after Heaver Estate Conservation Area is this fantastic five double bedroom Victorian terrace house arranged over four floors. Extremely well-presented throughout, the house offers a wonderful sense of light and space, as well as an immaculately landscaped south/west facing garden which is just over 44 feet in length. Carefully refurbished throughout, the house provides over 3,000 sq ft of living, sleeping, home working and entertainment space.<br /><br />The house opens to an elegant entrance hall with a spacious drawing room leading off to the left. This room boasts a large bay window, elegantly finished with shutters, as well as an ornate fireplace with fitted gas fire, flanked by bespoke built-in cabinetry.<br /><br />The large and impressive l-shaped kitchen dining room is located at the rear of the house and the kitchen is fitted with plenty of stylish wall and base units and integrated appliances. There is ample room for a dining table creating the perfect space for everyday family living and entertaining. Beautiful flooring flows throughout and a set of French doors open onto the fantastic south/west facing garden, filled with abundance of shrubs and trees – it is a truly beautiful garden, perfect for alfresco dining.<br /><br />The impressive principal bedroom, 22ft wide, is located at the front of the house on the first floor and benefits from two large windows which provide masses of natural light, along with bespoke fitted wardrobes and an ornate fireplace. <br /><br />There are an additional two double bedrooms, both with built-in wardrobes, as well as a modern family bathroom that complete the first floor accommodation.<br /><br />On the upper two floors are two further bedrooms, one of which is very large and split-level, making the ideal room for any older child.  There is also an additional well-appointed family bathroom with separate shower.<br /><br />On the lower ground floor there is a large family room which is positioned to the front of the house, with direct access up to the street, the middle section is currently used as a home gymnasium and to the rear is a utility room which also provides access up to the rear garden. A shower room completes this level. <br /><br />Drakefield Road is a charming and highly regarded residential road, situated within the much sought-after Heaver Estate Conservation Area. The green open expanses of Tooting Common are close by as are the amenities of Balham High Road and the area is renowned for its outstanding schools and nurseries. Transport is excellent with Tooting Bec underground station and Balham mainline and underground stations both being within easy reach.   <br /><br /><br />Council Tax Band: G | EPC: E | Tenure: Freehold<br /><br />",51.436012,-0.155934,Terraced,FREEHOLD,https://media.rightmove.co.uk/219k/218114/133651430/218114_HES220084_IMG_12_0000.jpeg,house facade,house facade,"tensor([0.3436, 0.5204, 0.4698,  ..., 0.3281, 0.4147, 0.3169])"
